B4005322-979C-4DF5-96B2-16B2F6101006,F87B8232-F2D8-4286-AC13-422AA54194CE,EMAIL_ADDRESS_TYPE,email
B4005322-979C-4DF5-96B2-16B2F6101006,12CF7780-9096-4855-A049-40476CEAD362
B4005322-979C-4DF5-96B2-16B2F6101006,04CD138D-6CE7-4389-919C-6687CF7F011F
4ADAB962-E8C7-489D-B9EB-2D76C8CC30A2,7aae5636-8a33-4cbd-8fbf-09d7c143ed6b,UNITED_STATES,usa
9406DC1F-7781-4A7C-9F21-4D0267FB35D3,F87B8232-F2D8-4286-AC13-422AA54194CE,ADDRESS_TYPE,address 
9406DC1F-7781-4A7C-9F21-4D0267FB35D3,12CF7780-9096-4855-A049-40476CEAD362
9406DC1F-7781-4A7C-9F21-4D0267FB35D3,04CD138D-6CE7-4389-919C-6687CF7F011F
1B484930-BF78-4B07-AFEF-6E9260F31E7B,05e92a12-1241-4a96-92d9-0206e500efee,COUNTRY,country 
C8DC949E-47F7-4EAC-A83D-D0EBC8031300,F87B8232-F2D8-4286-AC13-422AA54194CE,PHONE_NUMBER_TYPE,phone
C8DC949E-47F7-4EAC-A83D-D0EBC8031300,12CF7780-9096-4855-A049-40476CEAD362
C8DC949E-47F7-4EAC-A83D-D0EBC8031300,04CD138D-6CE7-4389-919C-6687CF7F011F
7294AC28-C285-4476-89E9-0215D0CB96CD,ee3f90cd-2d51-40e8-a25b-f7c81f8e76b2,INDIA,india